client,age,education,emploi,categorie,adresse,revenus,debcred,debcarte,autres,defaut
4344,33,Bac+2,5,12,11,31.3,24.33,7.04414325,0.57114675,Oui
4345,30,Niveau bac,14,12,1,31.7,23.86,3.34312004,4.22049996,Oui
4346,18,Bac+2,0,12,999,37.0,2.5,0.56795,0.35705,Oui
4347,29,Bac+2,7,12,999,35.7,12.11,0.97273575,3.35053425,Non
4348,36,Niveau bac,5,12,16,26.3,15.49,1.11216651,2.96170349,Non
4349,999,Niveau bac,4,12,999,23.3,14.26,1.69119322,1.63138678,Non
4350,999,Bac+3,0,12,4,17.8,3.45,0.0110538,0.6030462,Oui
4351,999,Niveau bac,20,12,7,67.3,9.95,3.6294217,3.0669283,Non
4352,36,Niveau bac,8,12,17,32.0,10.47,1.2128448,2.1375552,Non
4353,46,Niveau bac,6,12,5,37.0,31.6,2.3384,9.3536,Oui
4354,39,Niveau bac,11,12,999,43.5,8.31,0.7374294,2.8774206,Non
4355,49,Niveau bac,5,12,6,32.4,5.33,0.50771448,1.21920552,Non
4356,999,Bac+2,3,12,0,23.2,17.67,0.13528152,3.96415848,Non
4357,36,Niveau bac,13,12,16,40.8,22.65,1.663416,7.577784,Non
4358,32,Niveau bac,13,12,12,28.1,5.76,0.3318048,1.2867552,Non
4359,25,Niveau bac,9,12,999,29.0,11.4,1.167018,2.138982,Non
4360,33,Niveau bac,12,12,12,37.8,7.31,0.93395484,1.82922516,Non
4361,34,Niveau bac,10,12,15,34.2,3.38,0.04277052,1.11318948,Non
4362,25,Niveau bac,4,12,3,24.9,1.51,0.17145144,0.20453856,Non
4363,24,Niveau bac,3,12,2,27.3,4.59,0.52503633,0.72803367,Non
4364,36,Niveau bac,16,12,4,83.4,1.94,0.44655696,1.17140304,Non
4365,34,Niveau bac,1,12,999,32.8,6.61,0.34472472,1.82335528,Oui
4366,33,Bac+3,9,12,999,35.2,3.67,0.28937216,1.00246784,Non
4367,37,Niveau bac,17,12,18,40.9,1.09,0.1426592,0.3031508,Non
4368,41,Bac+2,14,12,15,67.3,3.66,1.354749,1.108431,Non
4369,34,Bac+2,1,12,2,26.3,4.94,0.76783902,0.53138098,Non
4370,36,Niveau bac,10,12,9,38.8,5.13,0.71456796,1.27587204,Non
4371,27,Niveau bac,11,12,0,25.0,12.43,1.2461075,1.8613925,Non
4372,999,Bac+2,3,12,4,33.6,2.39,0.33165552,0.47138448,Non
4373,30,Niveau bac,1,12,0,21.4,9.03,0.47730774,1.45511226,Oui
4374,32,Niveau bac,0,12,7,18.0,7.82,0.8600436,0.5475564,Non
4375,33,Bac+2,10,12,13,61.7,3.33,0.69240357,1.36220643,Non
4376,32,Niveau bac,13,12,12,36.5,11.12,1.4692856,2.5895144,Non
4377,35,Niveau bac,10,12,5,32.6,13.64,0.94713432,3.49950568,Non
4378,34,Bac+4,7,12,5,36.1,12.16,1.27742016,3.11233984,Non
4379,24,Bac+4,1,12,2,36.0,13,0.99684,3.68316,Oui
4380,49,Bac+2,5,12,0,64.0,22.55,10.665248,3.766752,Oui
4381,23,Niveau bac,4,12,3,18.8,9.29,0.98503728,0.76148272,Non
4382,32,Niveau bac,2,12,8,47.9,4.91,0.0940756,2.2578144,Non
4383,22,Bac+2,1,12,2,22.4,7.45,0.1735552,1.4952448,Oui
4384,24,Niveau bac,3,12,3,16.3,3.83,0.16730972,0.45698028,Non
4385,28,Niveau bac,11,12,4,30.0,8.63,0.701619,1.887381,Non
4386,38,Bac+2,15,12,999,47.6,0.27,0.01298052,0.11553948,Non
4387,999,Bac+3,5,12,7,24.4,3.49,0.12432776,0.72723224,Non
4388,37,Niveau bac,21,12,3,69.8,9.41,0.30213628,6.26604372,Non
4389,34,Bac+3,12,12,6,46.0,5.7,0.828552,1.793448,Non
4390,38,Niveau bac,3,12,12,21.9,2.86,0.11649924,0.50984076,Non
4391,49,Niveau bac,33,12,30,239.6,12.28,16.00604672,13.41683328,Non
4392,43,Niveau bac,3,12,11,16.1,12.62,0.711137,1.320683,Oui
4393,41,Niveau bac,9,12,10,37.9,3.48,0.73331952,0.58560048,Non
4394,30,Bac+2,0,12,9,20.0,4.62,0.265188,0.658812,Oui
4395,27,Niveau bac,10,12,3,33.5,8.31,0.21435645,2.56949355,Oui
4396,29,Niveau bac,4,12,6,26.6,12.13,0.72275392,2.50382608,Oui
4397,42,Bac+2,22,12,17,270.8,27.05,54.4990416,18.7523584,Oui
4398,38,Niveau bac,21,12,17,91.7,2.4,0.4225536,1.7782464,Non
4399,999,Bac+3,6,12,0,50.9,16.17,0.56790657,7.66262343,Non
4400,28,Bac+3,3,12,7,43.1,6.43,0.80645703,1.96487297,Non
4401,37,Niveau bac,9,12,7,26.8,1.37,0.08150952,0.28565048,Non
4402,26,Bac+2,7,12,3,24.7,0.41,0.03554577,0.06572423,Non
4403,999,Bac+2,6,12,6,38.1,7.34,1.33954266,1.45699734,Non
4404,33,Bac+2,13,12,7,57.1,14.23,3.07950007,5.04582993,Oui
4405,23,Bac+2,1,12,2,26.0,12.8,0.54912,2.77888,Non
4406,28,Niveau bac,6,12,8,32.2,6.99,0.85079484,1.39998516,Non
4407,55,Niveau bac,26,12,27,159.3,10.61,0.70987266,16.19185734,Non
4408,23,Bac+2,0,12,0,22.2,8.26,0.7976682,1.0360518,Oui
4409,23,Bac+2,2,12,1,22.7,2.96,0.07458312,0.59733688,Non
4410,33,Bac+5 et plus,4,12,5,107.5,13.22,3.5955095,10.6159905,Non
4411,47,Bac+2,8,12,13,49.0,18.4,1.5778,7.4382,Non
4412,33,Bac+2,1,12,999,27.4,5.6,0.6736016,0.8607984,Non
4413,39,Bac+3,3,12,3,58.7,3.83,0.91502147,1.33318853,Non
4414,44,Bac+2,7,12,9,59.0,8.4,1.769292,3.186708,Non
4415,29,Bac+4,3,12,1,47.0,2.9,0.53157,0.83143,Non
4416,29,Bac+3,7,12,1,35.3,17.23,1.73342415,4.34876585,Oui
4417,38,Bac+3,6,12,4,83.7,9.21,1.93490127,5.77386873,Non
4418,45,Niveau bac,10,12,11,33.6,30.42,4.088448,6.132672,Oui
4419,40,Bac+2,5,12,999,55.5,10.5,3.018645,2.808855,Non
4420,999,Niveau bac,22,12,14,70.2,12.47,1.6632486,7.0906914,Non
4421,38,Bac+4,8,12,5,83.1,19.37,12.0723525,4.0241175,Oui
4422,44,Niveau bac,14,12,12,56.5,3.11,0.37427295,1.38287705,Non
4423,31,Niveau bac,9,12,7,42.7,3.66,0.20629224,1.35652776,Non
4424,35,Niveau bac,0,12,3,26.4,2.31,0.3140676,0.2957724,Oui
4425,29,Niveau bac,9,12,0,29.0,4.54,0.2119726,1.1046274,Oui
4426,21,Bac+3,0,12,2,17.1,6.75,0.152361,1.001889,Non
4427,41,Niveau bac,13,12,15,29.1,5.99,0.89246208,0.85062792,Non
4428,999,Bac+2,0,12,0,28.0,9.1,0.86632,1.68168,Oui
4429,999,Niveau bac,6,12,1,27.2,19.71,1.59225264,3.76886736,Oui
4430,26,Niveau bac,3,12,2,19.9,1.92,0.19104,0.19104,Non
4431,44,Bac+5 et plus,6,12,15,24.7,3.48,0.03610152,0.82345848,Non
4432,30,Bac+4,6,12,5,51.0,6.2,1.071918,2.090082,Non
4433,36,Niveau bac,2,12,12,32.6,14.78,2.23086364,2.58741636,Oui
4434,36,Niveau bac,0,12,10,28.4,13.65,2.2057854,1.6708146,Oui
4435,27,Bac+3,4,12,2,28.0,8.36,0.5664736,1.7743264,Non
4436,46,Bac+2,24,12,16,104.5,3.26,0.0442871,3.3624129,Non
4437,35,Niveau bac,12,12,999,57.4,6.06,0.28871052,3.18972948,Non
4438,43,Niveau bac,1,12,10,22.6,16.97,0.8821006,2.9531194,Non
4439,26,Bac+4,2,12,6,50.1,2.5,0.56112,0.69138,Oui
4440,44,Niveau bac,12,12,4,36.0,18.01,2.1460716,4.3375284,Non
4441,52,Bac+4,2,12,12,96.0,7.1,2.276544,4.539456,Oui
4442,40,Niveau bac,12,12,10,33.9,5.24,1.0835796,0.6927804,Non
4443,40,Niveau bac,17,12,999,42.0,21.75,4.777605,4.357395,Non
4444,27,Niveau bac,3,12,5,21.1,4.49,0.48601107,0.46137893,Non
4445,45,Niveau bac,11,12,25,57.3,6.87,0.83847663,3.09803337,Non
4446,22,Bac+4,0,12,999,46.0,8.6,1.764376,2.191624,Oui
4447,19,Bac+2,0,12,0,20.0,0.1,0.00894,0.01106,Oui
4448,999,Bac+3,4,12,12,34.1,19.29,4.00593501,2.57195499,Oui
4449,42,Bac+2,15,12,9,46.0,13.1,1.060576,4.965424,Non
4450,36,Bac+2,5,12,16,39.5,2.78,0.7972206,0.3008794,Non
4451,21,Bac+3,0,12,1,22.0,8.5,0.08228,1.78772,Non
4452,43,Bac+2,22,12,22,142.6,3.36,0.34018656,4.45117344,Non
4453,25,Bac+2,5,12,4,15.9,4.02,0.44039502,0.19878498,Non
4454,27,Niveau bac,1,12,7,20.6,3.18,0.3242646,0.3308154,Non
4455,37,Niveau bac,5,12,8,23.0,3.58,0.2396094,0.5837906,Non
4456,35,Bac+3,11,12,8,59.0,1.4,0.129682,0.696318,Non
4457,39,Bac+2,14,12,3,120.7,7.48,3.42174844,5.60661156,Non
4458,30,Bac+3,3,12,8,29.8,12.2,0.9561628,2.6794372,Oui
4459,23,Bac+4,0,12,4,45.8,14.15,0.9008173,5.5798827,Oui
4460,999,Niveau bac,5,12,14,24.6,4.68,0.18075096,0.97052904,Non
4461,41,Bac+2,18,12,6,146.2,12.32,1.78317216,16.22866784,Non
4462,52,Bac+2,9,12,12,72.0,15.4,4.080384,7.007616,Non
4463,35,Bac+2,17,12,16,60.0,23.83,10.15158,4.14642,Oui
4464,25,Bac+2,0,12,1,26.2,12.11,1.7133228,1.4594972,Non
4465,39,Niveau bac,3,12,9,40.7,24.33,4.11936096,5.78294904,Non
4466,34,Bac+2,6,12,7,27.0,6.4,0.269568,1.458432,Non
4467,25,Bac+2,5,12,2,21.1,5.09,0.08484521,0.98914479,Non
4468,36,Niveau bac,20,12,0,61.3,9.15,2.692296,2.916654,Non
4469,36,Niveau bac,14,12,12,33.1,5.46,0.64880634,1.15845366,Non
4470,26,Niveau bac,7,12,6,29.1,5,0.993765,0.461235,Oui
4471,50,Bac+2,15,12,14,65.0,12.6,3.04668,5.14332,Non
4472,999,Bac+2,3,12,5,32.8,9.41,0.99693304,2.08954696,Non
4473,18,Niveau bac,0,12,999,20.0,3.9,0.3705,0.4095,Non
4474,32,Bac+3,11,12,1,88.1,6.69,1.49115417,4.40273583,Non
4475,29,Bac+3,8,12,999,38.1,18.97,1.88639577,5.34117423,Oui
4476,39,Bac+4,4,12,16,36.6,1.38,0.16819164,0.33688836,Non
4477,41,Niveau bac,4,12,6,24.0,11.98,0.9315648,1.9436352,Oui
4478,53,Niveau bac,30,12,14,131.0,14.1,15.792705,2.678295,Non
4479,47,Bac+3,19,12,26,89.8,1.39,0.21719028,1.03102972,Non
4480,36,Bac+4,12,12,9,35.0,8.1,1.051785,1.783215,Non
4481,24,Niveau bac,6,12,2,26.0,22.74,1.832844,4.079556,Non
4482,45,Bac+4,8,12,3,99.8,20.63,3.82950564,16.75923436,Non
4483,55,Bac+4,14,12,17,150.9,2.81,1.85300673,2.38728327,Non
4484,47,Niveau bac,9,12,4,23.4,34.25,2.7970605,5.2174395,Non
4485,36,Niveau bac,17,12,14,73.3,12,4.494756,4.301244,Non
4486,47,Bac+4,6,12,10,34.0,23.2,0.954448,6.933552,Non
4487,25,Niveau bac,0,12,2,25.8,13.24,1.22631528,2.18960472,Oui
4488,40,Niveau bac,6,12,4,28.7,1.63,0.09917572,0.36863428,Non
4489,29,Bac+3,2,12,0,16.5,17.95,1.563804,1.397946,Oui
4490,45,Niveau bac,23,12,3,69.1,8.14,1.406185,4.218555,Non
4491,38,Bac+5 et plus,4,12,5,66.0,10.7,2.40108,4.66092,Oui
4492,31,Bac+2,1,12,6,31.1,8,0.88324,1.60476,Oui
4493,23,Bac+3,2,12,2,27.4,17.29,1.62494878,3.11251122,Oui
4494,28,Bac+4,0,12,5,32.5,13.14,2.365857,1.904643,Oui
4495,999,Niveau bac,0,12,0,21.6,23.84,3.26474496,1.88469504,Oui
4496,43,Niveau bac,17,12,999,51.4,18.69,1.69077216,7.91588784,Non
4497,36,Bac+3,14,12,11,30.8,19.9,1.8755352,4.2536648,Non
4498,33,Niveau bac,16,12,999,30.5,10.44,2.5378074,0.6463926,Non
4499,24,Bac+4,1,12,5,25.4,11.85,2.1731478,0.8367522,Non
4500,35,Niveau bac,5,12,999,25.0,9.45,0.1819125,2.1805875,Non
4501,999,Niveau bac,15,12,6,69.4,18.37,8.0317314,4.7170486,Non
4502,37,Niveau bac,17,12,5,72.5,13.55,0.746605,9.077145,Oui
4503,34,Niveau bac,16,12,999,86.0,9.87,3.6584142,4.8297858,Non
4504,999,Niveau bac,1,12,1,17.9,14.01,0.7272591,1.7805309,Non
4505,40,Niveau bac,15,12,16,51.7,31.5,4.6413675,11.6441325,Oui
4506,42,Bac+5 et plus,6,12,8,20.0,15.3,1.43208,1.62792,Oui
4507,37,Bac+3,9,12,10,57.5,7.13,1.47591,2.62384,Non
4508,32,Niveau bac,7,12,3,30.1,7.84,1.18463968,1.17520032,Non
4509,37,Niveau bac,7,12,10,28.7,1.34,0.153832,0.230748,Non
4510,20,Bac+2,0,12,0,34.0,12.9,0.89913,3.48687,Oui
4511,999,Bac+2,5,12,2,36.0,2.7,0.528768,0.443232,Non
4512,40,Bac+5 et plus,8,12,16,44.0,8.95,2.04776,1.89024,Non
4513,29,Bac+3,0,12,0,32.9,16.01,1.88568982,3.38160018,Non
4514,34,Niveau bac,18,12,0,48.5,16.58,3.4095112,4.6317888,Non
4515,24,Bac+3,0,12,5,34.6,32.01,6.50129502,4.57416498,Oui
4516,26,Bac+2,8,12,1,21.8,7.24,0.22412144,1.35419856,Non
4517,41,Niveau bac,10,12,7,46.8,4.71,0.8596692,1.3446108,Non
4518,999,Bac+2,0,12,999,15.0,7.4,0.82806,0.28194,Oui
4519,999,Bac+4,2,12,2,37.6,7.67,0.18168696,2.70223304,Non
4520,27,Bac+2,4,12,3,32.0,6.7,0.555296,1.588704,Oui
4521,36,Bac+2,2,12,8,33.0,16.4,3.203904,2.208096,Oui
4522,999,Bac+5 et plus,0,12,2,60.0,8.4,1.25496,3.78504,Non
4523,27,Bac+3,4,12,0,18.4,5.45,0.1815068,0.8212932,Non
4524,25,Bac+2,3,12,3,27.3,11.56,0.94360812,2.21227188,Non
4525,34,Bac+2,14,12,9,33.3,6.41,0.32231403,1.81221597,Non
4526,26,Bac+3,0,12,3,24.0,32,4.416,3.264,Oui
4527,999,Niveau bac,5,12,14,20.5,4.7,0.1743935,0.7891065,Non
4528,29,Niveau bac,3,12,999,26.7,6.31,0.44814882,1.23662118,Non
4529,31,Niveau bac,4,12,2,20.9,18.09,2.47643055,1.30437945,Non
4530,58,Bac+2,9,12,13,51.0,4.4,0.63954,1.60446,Non
4531,21,Bac+2,0,12,1,30.0,4.3,0.17544,1.11456,Non
4532,28,Bac+3,4,12,2,58.0,12.6,2.477412,4.830588,Oui
4533,28,Bac+2,1,12,7,22.2,9.6,1.1060928,1.0251072,Non
4534,38,Bac+2,10,12,10,42.9,9.44,0.95979312,3.08996688,Non
4535,47,Bac+3,7,12,5,117.8,9.26,0.77448788,10.13379212,Non
4536,38,Niveau bac,18,12,12,45.4,11.49,1.49712402,3.71933598,Non
4537,36,Niveau bac,13,12,3,50.6,24.88,5.19937264,7.38990736,Oui
4538,35,Niveau bac,14,12,14,40.4,9.88,1.47287088,2.51864912,Non
4539,32,Bac+4,9,12,7,54.7,16.46,6.23050504,2.77311496,Oui
4540,31,Bac+4,8,12,9,57.1,19.16,2.98671828,7.95364172,Oui
4541,25,Niveau bac,3,12,2,21.6,20.43,0.5074812,3.9053988,Non
4542,31,Niveau bac,5,12,11,23.4,22.93,1.93698882,3.42863118,Oui
4543,31,Bac+2,10,12,5,25.6,16.28,0.24589312,3.92178688,Oui
4544,26,Niveau bac,3,12,6,19.3,3.33,0.11825496,0.52443504,Non
4545,48,Niveau bac,12,12,20,39.8,19.25,2.129897,5.531603,Non
4546,41,Bac+3,12,12,999,35.2,17.5,3.0184,3.1416,Non
4547,55,Bac+3,15,12,30,170.1,7.46,5.03771562,7.65174438,Non
4548,55,Bac+2,13,12,11,63.0,17.5,2.5578,8.4672,Non
4549,29,Niveau bac,1,12,1,28.4,4.64,0.3030848,1.0146752,Non
4550,42,Bac+4,7,12,12,130.0,11.6,3.33268,11.74732,Oui
4551,29,Bac+2,10,12,999,38.0,10.16,0.8764016,2.9843984,Non
4552,999,Niveau bac,3,12,8,24.1,5.7,0.2156709,1.1580291,Non
4553,33,Bac+4,7,12,7,185.0,8.5,3.884075,11.840925,Non
4554,43,Niveau bac,22,12,20,75.3,6.01,0.87795282,3.64757718,Non
4555,27,Niveau bac,6,12,8,21.3,12.12,1.7296452,0.8519148,Non
4556,35,Bac+4,10,12,999,44.0,0.5,0.10846,0.11154,Non
4557,34,Bac+3,2,12,14,17.7,6.81,0.49661244,0.70875756,Non
4558,35,Niveau bac,5,12,5,19.9,14.13,1.07413434,1.73773566,Non
4559,23,Niveau bac,6,12,3,23.0,8.25,0.982905,0.914595,Oui
4560,999,Bac+2,9,12,3,69.0,6.7,1.072536,3.550464,Non
4561,39,Bac+2,12,12,13,63.1,10.66,1.19058342,5.53587658,Non
4562,34,Bac+4,2,12,7,17.7,0.48,0.02268432,0.06227568,Oui
4563,31,Bac+4,7,12,999,29.6,2.56,0.17731584,0.58044416,Non
4564,38,Niveau bac,0,12,12,26.0,26.23,2.6051636,4.2146364,Non
4565,46,Bac+3,0,12,7,34.0,3.9,0.082212,1.243788,Non
4566,32,Niveau bac,8,12,6,28.7,4.12,0.36182664,0.82061336,Non
4567,44,Bac+3,21,12,6,224.8,12.45,16.932498,11.055102,Oui
4568,44,Niveau bac,7,12,23,41.4,6.74,1.02127176,1.76908824,Non
4569,54,Bac+5 et plus,26,12,13,389.8,2.98,2.88077792,8.73526208,Non
4570,31,Niveau bac,11,12,1,25.6,8.24,0.71299072,1.39644928,Non
4571,30,Niveau bac,11,12,5,37.7,1.9,0.2306486,0.4856514,Non
4572,26,Bac+3,2,12,999,38.0,7.6,1.394904,1.493096,Oui
4573,38,Niveau bac,0,12,12,21.8,2.47,0.34246056,0.19599944,Oui
4574,999,Bac+3,5,12,6,37.0,4.3,0.531394,1.059606,Non
4575,18,Bac+2,0,12,0,12.0,3.3,0.110088,0.285912,Oui
4576,21,Bac+3,0,12,1,13.0,8.3,0.45318,0.62582,Oui
4577,20,Bac+3,0,12,0,45.0,7.7,1.14345,2.32155,Oui
4578,33,Bac+4,5,12,7,35.0,5.2,0.57876,1.24124,Non
4579,29,Bac+2,4,12,3,33.4,12.62,0.5901112,3.6249688,Non
4580,19,Bac+2,0,12,0,21.0,12,0.34524,2.17476,Non
4581,33,Niveau bac,4,12,14,24.5,10.26,1.030617,1.483083,Non
4582,31,Niveau bac,15,12,2,72.4,12.81,3.477915,5.796525,Oui
4583,32,Bac+2,12,12,12,36.8,4.19,0.10176672,1.44015328,Non
4584,26,Bac+3,1,12,4,36.0,12.5,1.593,2.907,Non
4585,39,Niveau bac,22,12,18,124.3,2.95,1.2100605,2.4567895,Non
4586,999,Bac+2,0,12,999,21.0,14.3,1.219218,1.783782,Non
4587,34,Bac+3,9,12,5,54.2,13.5,4.448736,2.868264,Non
4588,35,Bac+2,16,12,15,76.0,6.82,1.4564792,3.7267208,Non
4589,30,Bac+2,10,12,7,38.8,3.49,0.09614252,1.25797748,Non
4590,20,Bac+3,0,12,0,22.0,4.2,0.536844,0.387156,Oui
4591,32,Bac+4,5,12,5,87.0,10.4,0.461448,8.586552,Non
4592,45,Niveau bac,0,12,13,28.1,4.28,0.92486092,0.27781908,Non
4593,47,Niveau bac,21,12,22,53.6,3.61,0.29798384,1.63697616,Non
4594,39,Niveau bac,2,12,9,26.5,8.3,0.083581,2.115919,Non
4595,27,Niveau bac,10,12,8,29.4,7.78,0.8463084,1.4410116,Non
4596,27,Bac+2,2,12,7,30.6,2.27,0.06529428,0.62932572,Non
4597,32,Niveau bac,16,12,5,83.7,6.13,0.7696215,4.3611885,Non
4598,54,Bac+3,15,12,11,93.0,13.7,7.988607,4.752393,Oui
4599,24,Niveau bac,4,12,2,22.2,22.08,2.21559552,2.68616448,Oui
4600,36,Bac+2,17,12,2,116.3,5.56,1.22212692,5.24415308,Non
4601,38,Bac+2,9,12,18,76.8,15.67,7.11242496,4.92213504,Oui
4602,25,Bac+5 et plus,0,12,3,32.0,14.6,1.452992,3.219008,Oui
4603,31,Bac+2,7,12,12,36.9,7.06,0.39337614,2.21176386,Oui
4604,31,Bac+3,9,12,6,77.7,8.7,3.7652643,2.9946357,Non
4605,21,Niveau bac,4,12,2,17.4,9.22,0.67540188,0.92887812,Non
4606,29,Bac+2,1,12,5,24.8,1.32,0.1129392,0.2144208,Non
4607,53,Bac+2,34,12,18,251.0,15.9,12.37179,27.53721,Non
4608,26,Bac+2,5,12,7,36.2,15.4,2.285668,3.289132,Oui
4609,47,Bac+5 et plus,8,12,13,33.0,15.4,1.712634,3.369366,Non
4610,26,Niveau bac,4,12,5,13.0,9.77,0.7684105,0.5016895,Non
4611,22,Niveau bac,0,12,3,15.1,31.47,1.44459888,3.30737112,Oui
4612,36,Niveau bac,12,12,16,32.2,10.09,0.84798378,2.40099622,Non
4613,46,Bac+3,13,12,11,45.0,22.2,3.32667,6.66333,Oui
4614,999,Niveau bac,4,12,2,26.6,6.64,1.08093888,0.68530112,Non
4615,46,Bac+2,20,12,18,171.9,6.27,2.92087323,7.85725677,Non
4616,999,Bac+4,1,12,2,35.0,1.4,0.05929,0.43071,Oui
4617,999,Niveau bac,6,12,4,20.0,8.4,0.9072,0.7728,Oui
4618,43,Niveau bac,23,12,3,98.4,7.14,2.67681456,4.34894544,Non
4619,41,Niveau bac,2,12,18,22.2,7.78,0.71849856,1.00866144,Non
4620,39,Niveau bac,13,12,17,32.3,11.27,0.12740735,3.51280265,Non
4621,42,Bac+3,11,12,14,70.5,10.74,2.7939573,4.7777427,Non
4622,999,Niveau bac,14,12,4,47.2,3.41,0.14807584,1.46144416,Non
4623,37,Niveau bac,5,12,17,18.7,35.76,4.9150332,1.7720868,Oui
4624,18,Bac+2,0,12,0,20.0,14.5,0.3335,2.5665,Non
4625,30,Niveau bac,0,12,2,26.5,11.68,0.603564,2.491636,Oui
4626,32,Bac+2,1,12,10,40.8,9.37,1.34185896,2.48110104,Oui
4627,39,Niveau bac,17,12,1,46.1,11.27,2.50941201,2.68605799,Non
4628,50,Niveau bac,13,12,12,54.2,13.74,0.4840602,6.9630198,Non
4629,24,Bac+2,0,12,4,17.4,11.01,1.19350602,0.72223398,Non
4630,25,Niveau bac,5,12,1,31.4,22.38,3.31689504,3.71042496,Oui
4631,19,Niveau bac,3,12,0,21.0,7.1,0.484575,1.006425,Non
4632,37,Niveau bac,16,12,17,46.6,13.68,1.40884848,4.96603152,Non
4633,48,Bac+4,7,12,9,129.4,11.03,10.9187073,3.3541127,Oui
4634,53,Bac+4,1,12,16,46.0,11.3,2.656178,2.541822,Oui
4635,48,Bac+2,30,12,10,139.5,2.52,1.283121,2.232279,Non
4636,35,Bac+2,4,12,2,57.0,6,1.28934,2.13066,Non
4637,44,Niveau bac,27,12,16,175.5,15.78,4.9295142,22.7643858,Non
4638,999,Niveau bac,14,12,3,56.4,15.13,2.8586622,5.6746578,Non
4639,40,Niveau bac,14,12,9,52.4,8.17,2.63714528,1.64393472,Non
4640,20,Bac+3,0,12,1,29.3,2.32,0.07613312,0.60362688,Non
4641,20,Niveau bac,0,12,1,20.0,17.6,0.15488,3.36512,Oui
4642,70,Bac+2,27,12,21,92.0,9.3,3.011712,5.544288,Non
4643,33,Niveau bac,6,12,6,46.6,18.25,1.4032425,7.1012575,Non
4644,31,Bac+4,8,12,4,29.0,6.8,1.118124,0.853876,Non
4645,39,Bac+2,15,12,9,88.6,27.84,13.51709952,11.14914048,Oui
4646,29,Bac+2,1,12,8,23.5,5.44,0.1610784,1.1173216,Non
4647,36,Bac+2,13,12,17,30.7,6.88,0.633648,1.478512,Non
4648,35,Bac+3,2,12,7,34.0,9.55,0.321453,2.925547,Non
4649,21,Niveau bac,1,12,1,12.5,13.93,0.33432,1.40693,Non
4650,49,Niveau bac,29,12,18,120.6,4.25,0.7636995,4.3618005,Non
4651,32,Bac+4,0,12,13,23.9,8.7,0.8337993,1.2455007,Non
4652,43,Bac+2,11,12,999,66.6,8.23,1.05786774,4.42331226,Non
4653,37,Niveau bac,15,12,17,34.1,9.5,0.3012735,2.9382265,Non
4654,42,Niveau bac,12,12,17,41.4,6.95,1.0099323,1.8673677,Non
4655,25,Niveau bac,5,12,1,20.8,16.64,0.59185152,2.86926848,Oui
4656,31,Bac+3,9,12,6,23.0,7.8,0.446706,1.347294,Non
4657,28,Niveau bac,3,12,2,20.9,4.46,0.61428026,0.31785974,Non
4658,28,Bac+3,2,12,7,32.2,11.93,1.7094497,2.1320103,Non
4659,35,Niveau bac,9,12,11,33.6,9.85,1.4959392,1.8136608,Non
4660,33,Bac+2,4,12,9,26.2,8.59,1.0915313,1.1590487,Non
4661,30,Bac+2,7,12,6,50.6,1.9,0.6604818,0.3009182,Non
4662,32,Niveau bac,10,12,3,31.4,2.1,0.2940924,0.3653076,Non
4663,28,Bac+2,6,12,0,33.1,5.43,0.48887376,1.30845624,Non
4664,43,Bac+3,16,12,11,67.7,3.42,1.13914728,1.17619272,Non
4665,36,Bac+2,13,12,7,57.4,13.59,6.14692008,1.65373992,Oui
4666,51,Niveau bac,10,12,1,35.4,14.8,1.1473848,4.0918152,Oui
4667,45,Bac+2,23,12,10,94.6,7.2,3.2489424,3.5622576,Non
4668,39,Bac+4,4,12,6,84.0,3.4,0.405552,2.450448,Non
4669,53,Bac+5 et plus,7,12,16,80.0,12,3.648,5.952,Non
4670,31,Bac+3,4,12,5,36.6,22.47,2.27805354,5.94596646,Oui
4671,999,Bac+2,6,12,999,32.4,7.12,1.55945088,0.74742912,Oui
4672,29,Bac+2,4,12,0,32.1,4.98,0.39804642,1.20053358,Oui
4673,52,Niveau bac,33,12,999,80.0,9,1.0584,6.1416,Non
4674,51,Bac+4,4,12,8,27.1,2.13,0.18759975,0.38963025,Non
4675,25,Niveau bac,1,12,0,16.6,8.12,0.58499728,0.76292272,Oui
4676,31,Niveau bac,10,12,10,38.6,1.6,0.0592896,0.5583104,Non
4677,41,Niveau bac,15,12,4,49.1,2.31,0.69980757,0.43440243,Non
4678,999,Niveau bac,7,12,7,32.3,9.76,1.4816656,1.6708144,Non
4679,54,Bac+2,20,12,15,82.0,20,4.346,12.054,Non
4680,32,Bac+3,4,12,4,37.0,3.1,0.320013,0.826987,Non
4681,51,Niveau bac,26,12,15,128.7,6.81,4.77663615,3.98783385,Non
4682,44,Niveau bac,2,12,25,34.0,7.4,0.354756,2.161244,Non
4683,22,Bac+2,0,12,999,16.1,1.08,0.10589292,0.06798708,Non
4684,33,Niveau bac,1,12,2,23.8,22.09,1.0251969,4.2322231,Non
4685,45,Bac+3,16,12,20,144.0,10.45,5.56776,9.48024,Non
4686,37,Niveau bac,2,12,3,28.3,15.5,1.614232,2.772268,Oui
4687,41,Bac+2,10,12,999,50.5,19.12,3.1477256,6.5078744,Oui
4688,39,Niveau bac,22,12,14,64.2,15.4,3.3911724,6.4956276,Non
4689,23,Bac+2,4,12,1,26.4,14.76,1.168992,2.727648,Oui
4690,38,Bac+2,12,12,6,43.6,3.28,0.6220848,0.8079952,Non
4691,29,Bac+2,9,12,999,28.0,12.3,1.732332,1.711668,Non
